cnpj;identificador_matriz_filial;razao_social;nome_fantasia;cnae_secundario;nm_cnae
"10708666000152";"1";"DEFENSE ENGENHARIA ELETRICA E SERVICOS ESPORTIVOS LTDA";"DEFENSE ASSESSORIA";"9312300";"Clubes sociais esportivos e similares"
"10708666000152";"1";"DEFENSE ENGENHARIA ELETRICA E SERVICOS ESPORTIVOS LTDA";"DEFENSE ASSESSORIA";"9529199";"Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente"
"10727603000143";"1";"VIVIANE DE OLIVEIRA SANT ANA CPF 272.857.868.02";"";"5611201";"Restaurantes e similares"
"10727603000143";"1";"VIVIANE DE OLIVEIRA SANT ANA CPF 272.857.868.02";"";"5611204";"Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento"
"10727603000143";"1";"VIVIANE DE OLIVEIRA SANT ANA CPF 272.857.868.02";"";"8230002";"Casas de festas e eventos"
"10727603000143";"1";"VIVIANE DE OLIVEIRA SANT ANA CPF 272.857.868.02";"";"8550302";"Atividades de apoio à educação exceto caixas escolares"
"10727603000143";"1";"VIVIANE DE OLIVEIRA SANT ANA CPF 272.857.868.02";"";"9313100";"Atividades de condicionamento físico"
"10727603000224";"2";"VIVIANE DE OLIVEIRA SANT ANA CPF 272.857.868.02";"";"4751201";"Comércio varejista especializado de equipamentos e suprimentos de informática"
"10727603000224";"2";"VIVIANE DE OLIVEIRA SANT ANA CPF 272.857.868.02";"";"4789008";"Comércio varejista de artigos fotográficos e para filmagem"
"10727603000224";"2";"VIVIANE DE OLIVEIRA SANT ANA CPF 272.857.868.02";"";"9512600";"Reparação e manutenção de equipamentos de comunicação"
"10748356000161";"1";"ASSOCIACAO MACAE DE BASQUETE";"";"9499500";"Atividades associativas não especificadas anteriormente"
"10749435000197";"1";"ASSOCIACAO DE DESENVOLVIMENTO ESPORTIVO PILAR, IPUEIRA DOS BARROS E REGIAO CIRCUNVIZINHA";"PALMAS FUTEBOL CLUBE";"9312300";"Clubes sociais esportivos e similares"
"10761744000182";"1";"C & N SPORT LTDA";"C & N SPORT";"2330399";"Fabricação de outros artefatos e produtos de concreto cimento fibrocimento gesso e materiais semelhantes"
"10761744000182";"1";"C & N SPORT LTDA";"C & N SPORT";"2392300";"Fabricação de cal e gesso"
"10761744000182";"1";"C & N SPORT LTDA";"C & N SPORT";"9312300";"Clubes sociais esportivos e similares"
"10761744000182";"1";"C & N SPORT LTDA";"C & N SPORT";"9313100";"Atividades de condicionamento físico"
"10761744000182";"1";"C & N SPORT LTDA";"C & N SPORT";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"10783086000120";"1";"PARADISE GREEN RESORT LTDA.";"";"5590602";"Campings"
"10783086000120";"1";"PARADISE GREEN RESORT LTDA.";"";"5590699";"Outros alojamentos não especificados anteriormente"
"10783086000120";"1";"PARADISE GREEN RESORT LTDA.";"";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"10803577000195";"1";"ASSOCIAO NACIONAL DE PILOTOS DE AUTOMOBILISMO, PORTADORES DE DEFICINCIA E/OU MOBILIDADE E PRATICANTES DE ESPORTES EM GERAL";"ANPPA";"7490105";"Agenciamento de profissionais para atividades esportivas culturais e artísticas"
"10803577000195";"1";"ASSOCIAO NACIONAL DE PILOTOS DE AUTOMOBILISMO, PORTADORES DE DEFICINCIA E/OU MOBILIDADE E PRATICANTES DE ESPORTES EM GERAL";"ANPPA";"9312300";"Clubes sociais esportivos e similares"
"10803577000195";"1";"ASSOCIAO NACIONAL DE PILOTOS DE AUTOMOBILISMO, PORTADORES DE DEFICINCIA E/OU MOBILIDADE E PRATICANTES DE ESPORTES EM GERAL";"ANPPA";"9319101";"Produção e promoção de eventos esportivos"
"10803577000195";"1";"ASSOCIAO NACIONAL DE PILOTOS DE AUTOMOBILISMO, PORTADORES DE DEFICINCIA E/OU MOBILIDADE E PRATICANTES DE ESPORTES EM GERAL";"ANPPA";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"10803577000195";"1";"ASSOCIAO NACIONAL DE PILOTOS DE AUTOMOBILISMO, PORTADORES DE DEFICINCIA E/OU MOBILIDADE E PRATICANTES DE ESPORTES EM GERAL";"ANPPA";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"10811916000185";"1";"ASSOCIACAO DESPORTIVA SAO PAULO NIGHTMARE'S";"NIGHTMARE'S";"9312300";"Clubes sociais esportivos e similares"
"10875102000104";"1";"CLUBE INTERNACIONAL DO RECIFE";"";"9003500";"Gestão de espaços para artes cênicas espetáculos e outras atividades artísticas"
"10875102000104";"1";"CLUBE INTERNACIONAL DO RECIFE";"";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"10878197000110";"1";"CAXANGA GOLF COUNTRY CLUB";"";"5611201";"Restaurantes e similares"
"10888969000102";"1";"ASSOCIACAO TOCANTINENSE DE BASQUETEBOL - ATB";"ASSOCIACAO TOCANTINENSE DE BASQUETEBOL - ATB";"9319101";"Produção e promoção de eventos esportivos"
"10888969000102";"1";"ASSOCIACAO TOCANTINENSE DE BASQUETEBOL - ATB";"ASSOCIACAO TOCANTINENSE DE BASQUETEBOL - ATB";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"10923977000134";"1";"DEUTSCHER KLUB PERNAMBUCO";"CLUBE ALEMAO DE PERNAMBUCO";"5611201";"Restaurantes e similares"
"10926026000119";"1";"PARAUAPEBAS FUTEBOL CLUBE";"PARAUAPEBAS";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"10926026000119";"1";"PARAUAPEBAS FUTEBOL CLUBE";"PARAUAPEBAS";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"10926238000104";"1";"ESPACO LADUMA EVENTOS LTDA";"";"4763602";"Comércio varejista de artigos esportivos"
"10926238000104";"1";"ESPACO LADUMA EVENTOS LTDA";"";"4781400";"Comércio varejista de artigos do vestuário e acessórios"
"10926238000104";"1";"ESPACO LADUMA EVENTOS LTDA";"";"7721700";"Aluguel de equipamentos recreativos e esportivos"
"10926238000104";"1";"ESPACO LADUMA EVENTOS LTDA";"";"8230002";"Casas de festas e eventos"
"10926238000104";"1";"ESPACO LADUMA EVENTOS LTDA";"";"9311500";"Gestão de instalações de esportes"
"10954849000158";"1";"AMDECE - ASSOCIACAO MOGIANA PARA O DESENVOLVIMENTO DESPORTIVO, CULTURAL E EDUCACIONAL";"AMDECE";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"10970753000183";"1";"TRILHA CLUBE PASSO FUNDO";"";"9319101";"Produção e promoção de eventos esportivos"
"10992531000161";"1";"MATCH POINT ACADEMIA DE TENIS LTDA";"ACADEMIA MATCH POINT";"9312300";"Clubes sociais esportivos e similares"
"10992531000161";"1";"MATCH POINT ACADEMIA DE TENIS LTDA";"ACADEMIA MATCH POINT";"9313100";"Atividades de condicionamento físico"
"10992531000161";"1";"MATCH POINT ACADEMIA DE TENIS LTDA";"ACADEMIA MATCH POINT";"9319101";"Produção e promoção de eventos esportivos"
"10992531000161";"1";"MATCH POINT ACADEMIA DE TENIS LTDA";"ACADEMIA MATCH POINT";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"10993579000194";"1";"JOAO MARCOS AZZOLINI CANONICO & CIA LTDA";"JOMA ESPORTES";"5611203";"Lanchonetes casas de chá de sucos e similares"
"10993579000194";"1";"JOAO MARCOS AZZOLINI CANONICO & CIA LTDA";"JOMA ESPORTES";"9311500";"Gestão de instalações de esportes"
"10993579000194";"1";"JOAO MARCOS AZZOLINI CANONICO & CIA LTDA";"JOMA ESPORTES";"9312300";"Clubes sociais esportivos e similares"
"10993579000194";"1";"JOAO MARCOS AZZOLINI CANONICO & CIA LTDA";"JOMA ESPORTES";"9313100";"Atividades de condicionamento físico"
"10993579000194";"1";"JOAO MARCOS AZZOLINI CANONICO & CIA LTDA";"JOMA ESPORTES";"9319101";"Produção e promoção de eventos esportivos"
"10999410000141";"1";"CLUBE PARQUE DE VAQUEIJADA MANOEL DUCA DA SILVEIRA";"PARQUE DE VAQUEJA MANOEL DUCA DA SILVEIRA";"9319101";"Produção e promoção de eventos esportivos"
"11006712000134";"1";"SHOWBOL ARENA ITAJAI - FUTEBOL DE GRAMA SINTETICA LTDA";"SHOWBOL ARENA ITAJAI";"5611201";"Restaurantes e similares"
"11006712000134";"1";"SHOWBOL ARENA ITAJAI - FUTEBOL DE GRAMA SINTETICA LTDA";"SHOWBOL ARENA ITAJAI";"5611204";"Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento"
"11006712000134";"1";"SHOWBOL ARENA ITAJAI - FUTEBOL DE GRAMA SINTETICA LTDA";"SHOWBOL ARENA ITAJAI";"8230002";"Casas de festas e eventos"
"11006712000134";"1";"SHOWBOL ARENA ITAJAI - FUTEBOL DE GRAMA SINTETICA LTDA";"SHOWBOL ARENA ITAJAI";"9329804";"Exploração de jogos eletrônicos recreativos"
"11006712000215";"2";"SHOWBOL ARENA ITAJAI - FUTEBOL DE GRAMA SINTETICA LTDA";"GARAGEM DO SAMBA";"5611201";"Restaurantes e similares"
"11006712000215";"2";"SHOWBOL ARENA ITAJAI - FUTEBOL DE GRAMA SINTETICA LTDA";"GARAGEM DO SAMBA";"5611204";"Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento"
"11008400000160";"1";"M.F.ANDRADE & CIA LTDA";"TUNEL PARQUE AQUATICO";"4635402";"Comércio atacadista de cerveja chope e refrigerante"
"11008400000160";"1";"M.F.ANDRADE & CIA LTDA";"TUNEL PARQUE AQUATICO";"4713002";"Lojas de variedades exceto lojas de departamentos ou magazines"
"11008400000160";"1";"M.F.ANDRADE & CIA LTDA";"TUNEL PARQUE AQUATICO";"4723700";"Comércio varejista de bebidas"
"11008400000160";"1";"M.F.ANDRADE & CIA LTDA";"TUNEL PARQUE AQUATICO";"5611204";"Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento"
"11021278000161";"1";"FEDERACAO DE JIU JITSU ESPORTIVO DO DF - FBJJ";"FEDERACAO DE JIU JITSU ESPORTIVO DO DF - FBJJ";"9312300";"Clubes sociais esportivos e similares"
"11021278000161";"1";"FEDERACAO DE JIU JITSU ESPORTIVO DO DF - FBJJ";"FEDERACAO DE JIU JITSU ESPORTIVO DO DF - FBJJ";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"11027605000192";"1";"CLUBE DOS DOZE";"CLUBE DOS DOZE";"8730199";"Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente"
"11027605000192";"1";"CLUBE DOS DOZE";"CLUBE DOS DOZE";"9312300";"Clubes sociais esportivos e similares"
"11027605000192";"1";"CLUBE DOS DOZE";"CLUBE DOS DOZE";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"11036093000120";"1";"DAIANA SILVEIRA ROLDAO";"SALAO DE FESTAS DAIA ROLDAO";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"11036093000120";"1";"DAIANA SILVEIRA ROLDAO";"SALAO DE FESTAS DAIA ROLDAO";"8230002";"Casas de festas e eventos"
"11073323000121";"1";"CLUBE DE CORRIDA SUB.4";"SUB.4";"9319101";"Produção e promoção de eventos esportivos"
"11073323000121";"1";"CLUBE DE CORRIDA SUB.4";"SUB.4";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"11087466000192";"1";"UNIAO SPORT CLUB E CAMPESTRE";"";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"11099625000179";"1";"ARENA FITNESS COMPLEXO ESPORTIVO LTDA";"ARENA FITNESS";"4763602";"Comércio varejista de artigos esportivos"
"11099625000179";"1";"ARENA FITNESS COMPLEXO ESPORTIVO LTDA";"ARENA FITNESS";"5611203";"Lanchonetes casas de chá de sucos e similares"
"11157776000136";"1";"TITO BRANCALEONE CLUBE LTDA";"TITO BRANCALEONE CLUBE";"4713002";"Lojas de variedades exceto lojas de departamentos ou magazines"
"11157776000136";"1";"TITO BRANCALEONE CLUBE LTDA";"TITO BRANCALEONE CLUBE";"5611201";"Restaurantes e similares"
"11157776000136";"1";"TITO BRANCALEONE CLUBE LTDA";"TITO BRANCALEONE CLUBE";"5611203";"Lanchonetes casas de chá de sucos e similares"
"11157776000136";"1";"TITO BRANCALEONE CLUBE LTDA";"TITO BRANCALEONE CLUBE";"5611204";"Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento"
"11157776000136";"1";"TITO BRANCALEONE CLUBE LTDA";"TITO BRANCALEONE CLUBE";"8299707";"Salas de acesso à Internet"
"11157776000136";"1";"TITO BRANCALEONE CLUBE LTDA";"TITO BRANCALEONE CLUBE";"9311500";"Gestão de instalações de esportes"
"11157776000136";"1";"TITO BRANCALEONE CLUBE LTDA";"TITO BRANCALEONE CLUBE";"9313100";"Atividades de condicionamento físico"
"11157776000136";"1";"TITO BRANCALEONE CLUBE LTDA";"TITO BRANCALEONE CLUBE";"9319101";"Produção e promoção de eventos esportivos"
"11157776000136";"1";"TITO BRANCALEONE CLUBE LTDA";"TITO BRANCALEONE CLUBE";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"11157776000136";"1";"TITO BRANCALEONE CLUBE LTDA";"TITO BRANCALEONE CLUBE";"9329804";"Exploração de jogos eletrônicos recreativos"
"11212270000182";"1";"LIGA ESPORTIVA MUNICIPAL DE BANNACH";"LEBA";"9321200";"Parques de diversão e parques temáticos"
"11226270000131";"1";"SHOWBALL ASSESSORIA ESPORTIVA LTDA";"SHOWBALL";"4781400";"Comércio varejista de artigos do vestuário e acessórios"
"11226270000131";"1";"SHOWBALL ASSESSORIA ESPORTIVA LTDA";"SHOWBALL";"6911701";"Serviços advocatícios"
"11226270000131";"1";"SHOWBALL ASSESSORIA ESPORTIVA LTDA";"SHOWBALL";"7733100";"Aluguel de máquinas e equipamentos para escritório"
"11226270000131";"1";"SHOWBALL ASSESSORIA ESPORTIVA LTDA";"SHOWBALL";"7740300";"Gestão de ativos intangíveis não financeiros"
"11226270000131";"1";"SHOWBALL ASSESSORIA ESPORTIVA LTDA";"SHOWBALL";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"11226270000131";"1";"SHOWBALL ASSESSORIA ESPORTIVA LTDA";"SHOWBALL";"8591100";"Ensino de esportes"
"11226270000131";"1";"SHOWBALL ASSESSORIA ESPORTIVA LTDA";"SHOWBALL";"8599699";"Outras atividades de ensino não especificadas anteriormente"
"11226270000131";"1";"SHOWBALL ASSESSORIA ESPORTIVA LTDA";"SHOWBALL";"9312300";"Clubes sociais esportivos e similares"
"11226270000131";"1";"SHOWBALL ASSESSORIA ESPORTIVA LTDA";"SHOWBALL";"9609299";"Outras atividades de serviços pessoais não especificadas anteriormente"
"11269474000150";"1";"ESTRELA FUTEBOL CLUBE";"ESTRELA FUTEBOL CLUBE";"9319101";"Produção e promoção de eventos esportivos"
"11283460000190";"1";"BRAZ APARECIDO DE MEDEIROS";"GOL DE PLACA ESPORTE E LAZER";"7721700";"Aluguel de equipamentos recreativos e esportivos"
"11283460000190";"1";"BRAZ APARECIDO DE MEDEIROS";"GOL DE PLACA ESPORTE E LAZER";"8591100";"Ensino de esportes"
"11283460000190";"1";"BRAZ APARECIDO DE MEDEIROS";"GOL DE PLACA ESPORTE E LAZER";"9311500";"Gestão de instalações de esportes"
"11322306000180";"1";"ASSOCIACAO DOS MORADORES DA VILA HOLANDESA";"AMVH";"9499500";"Atividades associativas não especificadas anteriormente"
"11337807000130";"1";"ASSOCIACAO RURAL RECANTO SAO PAULO";"ARRS";"9499500";"Atividades associativas não especificadas anteriormente"
"11357612000152";"1";"SOCIEDADE ESPORTIVA RECREATIVA CASTELENSE - SER CASTELENSE";"";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"11357624000187";"1";"J. ANTONIO VIEIRA";"SO LAZER: VIEIRA CAPARAO";"5611201";"Restaurantes e similares"
"11357624000187";"1";"J. ANTONIO VIEIRA";"SO LAZER: VIEIRA CAPARAO";"5611203";"Lanchonetes casas de chá de sucos e similares"
"11357624000187";"1";"J. ANTONIO VIEIRA";"SO LAZER: VIEIRA CAPARAO";"9319101";"Produção e promoção de eventos esportivos"
"11357624000187";"1";"J. ANTONIO VIEIRA";"SO LAZER: VIEIRA CAPARAO";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"11387745000171";"1";"ASSOCIACAO ESPORTIVA NOVA CRIXAS (AENC)";"ASSOCIACAO ESPORTIVA NOVA CRIXAS";"8550302";"Atividades de apoio à educação exceto caixas escolares"
"11387745000171";"1";"ASSOCIACAO ESPORTIVA NOVA CRIXAS (AENC)";"ASSOCIACAO ESPORTIVA NOVA CRIXAS";"9312300";"Clubes sociais esportivos e similares"
"11387745000171";"1";"ASSOCIACAO ESPORTIVA NOVA CRIXAS (AENC)";"ASSOCIACAO ESPORTIVA NOVA CRIXAS";"9319101";"Produção e promoção de eventos esportivos"
"11387745000171";"1";"ASSOCIACAO ESPORTIVA NOVA CRIXAS (AENC)";"ASSOCIACAO ESPORTIVA NOVA CRIXAS";"9499500";"Atividades associativas não especificadas anteriormente"
"11417814000142";"1";"ASSOCIACAO ESPORTIVA MARIOPOLIS";"SPORT CLUB ANCHIETA";"4763602";"Comércio varejista de artigos esportivos"
"11417814000142";"1";"ASSOCIACAO ESPORTIVA MARIOPOLIS";"SPORT CLUB ANCHIETA";"5620103";"Cantinas - serviços de alimentação privativos"
"11417814000142";"1";"ASSOCIACAO ESPORTIVA MARIOPOLIS";"SPORT CLUB ANCHIETA";"9319101";"Produção e promoção de eventos esportivos"
"11425712000179";"1";"CLUBE ATLETICO DESPORTIVO RIBEIRAO PIRES";"CAD RP";"9319101";"Produção e promoção de eventos esportivos"
"11428352000169";"1";"INSTITUTO DE KUNG FU BRENDAN LAI";"INKFBL";"9312300";"Clubes sociais esportivos e similares"
"11458267000143";"1";"F. DE FREITAS CLUBE ESPORTIVO EIRELI";"NA CARA DO GOOL";"5611203";"Lanchonetes casas de chá de sucos e similares"
"11458267000143";"1";"F. DE FREITAS CLUBE ESPORTIVO EIRELI";"NA CARA DO GOOL";"9312300";"Clubes sociais esportivos e similares"
"11466613000135";"1";"COLATINA SOCIEDADE ESPORTIVA";"COLATINA SOCIEDADE ESPORTIVA";"9312300";"Clubes sociais esportivos e similares"
"11483635000103";"1";"C. NOGUEIRA DOS SANTOS";"ENCONTRO DOS AMIGOS";"8230002";"Casas de festas e eventos"
"11483635000103";"1";"C. NOGUEIRA DOS SANTOS";"ENCONTRO DOS AMIGOS";"8592901";"Ensino de dança"
"11483635000103";"1";"C. NOGUEIRA DOS SANTOS";"ENCONTRO DOS AMIGOS";"9001903";"Produção de espetáculos de dança"
"11483635000103";"1";"C. NOGUEIRA DOS SANTOS";"ENCONTRO DOS AMIGOS";"9329801";"Discotecas danceterias salões de dança e similares"
"11484389000104";"1";"CLUBE DE CAMPO DESPORTIVO CASTELINHO SANTA ANA LTDA";"CLUBE DE CAMPO DESPORTIVO CASTELINHO SANT'ANA";"5611201";"Restaurantes e similares"
"11509260000103";"1";"MOTO CLUBE ASAS DO DESTINO";"MOTO CLUBE ASAS DO DESTINO";"9319101";"Produção e promoção de eventos esportivos"
"11509260000103";"1";"MOTO CLUBE ASAS DO DESTINO";"MOTO CLUBE ASAS DO DESTINO";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"11517005000102";"1";"GUARA ESPORTE CLUBE";"GUARA";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"11517005000102";"1";"GUARA ESPORTE CLUBE";"GUARA";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"11538222000189";"1";"CAV - CLUBE ATLETICO VOTUPORANGUENSE LTDA.";"";"4763602";"Comércio varejista de artigos esportivos"
"11555694000140";"1";"M  FERREIRA DA SILVA BALNEARIO ME";"FERREIRAS BALNEARIO";"5620102";"Serviços de alimentação para eventos e recepções - bufê"
"11555694000140";"1";"M  FERREIRA DA SILVA BALNEARIO ME";"FERREIRAS BALNEARIO";"8230002";"Casas de festas e eventos"
"11555694000140";"1";"M  FERREIRA DA SILVA BALNEARIO ME";"FERREIRAS BALNEARIO";"9313100";"Atividades de condicionamento físico"
"11555694000140";"1";"M  FERREIRA DA SILVA BALNEARIO ME";"FERREIRAS BALNEARIO";"9319101";"Produção e promoção de eventos esportivos"
"11555694000140";"1";"M  FERREIRA DA SILVA BALNEARIO ME";"FERREIRAS BALNEARIO";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"11604214000193";"1";"E. U. S. DE SANTANA";"MANO SANTANA ASSESSORIA FITNESS";"9312300";"Clubes sociais esportivos e similares"
"11604214000193";"1";"E. U. S. DE SANTANA";"MANO SANTANA ASSESSORIA FITNESS";"9313100";"Atividades de condicionamento físico"
"11630912000163";"1";"NOVO HAMBURGO RUGBY CLUBE";"NHRC";"9311500";"Gestão de instalações de esportes"
"11630912000163";"1";"NOVO HAMBURGO RUGBY CLUBE";"NHRC";"9313100";"Atividades de condicionamento físico"
"11630912000163";"1";"NOVO HAMBURGO RUGBY CLUBE";"NHRC";"9319101";"Produção e promoção de eventos esportivos"
"11690036000160";"1";"CLUBE NOVO HORIZONTINO FUTEBOL CLUBE";"N.H.F.C";"9311500";"Gestão de instalações de esportes"
"11690036000160";"1";"CLUBE NOVO HORIZONTINO FUTEBOL CLUBE";"N.H.F.C";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"11728536000144";"1";"ASSOCIACAO ESPORTIVA CARCARA-JAMPA DE HOQUEI E PATINACAO";"CLUBE DE HOQUEI E PATINACAO DA PARAIBA";"9311500";"Gestão de instalações de esportes"
"11802525000167";"1";"CLADIA MATIELO MANTEZE";"M.MAZUTTI-CLUBE DE TIRO, CACA E TREINAMENTO TATICO";"8591100";"Ensino de esportes"
"11802525000248";"2";"CLADIA MATIELO MANTEZE";"M. MAZUTTI CAFETERIA";"4686902";"Comércio atacadista de embalagens"
"11802525000248";"2";"CLADIA MATIELO MANTEZE";"M. MAZUTTI CAFETERIA";"4729699";"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente"
"11802525000248";"2";"CLADIA MATIELO MANTEZE";"M. MAZUTTI CAFETERIA";"4781400";"Comércio varejista de artigos do vestuário e acessórios"
"11802525000248";"2";"CLADIA MATIELO MANTEZE";"M. MAZUTTI CAFETERIA";"4783101";"Comércio varejista de artigos de joalheria"
