cnpj;identificador_matriz_filial;razao_social;nome_fantasia;cnae_secundario;nm_cnae
"22485503000137";"1";"SOCIETY FERNANDO FRANCA LTDA";"QUADRA FERNANDO FRANCA";"6463800";"Outras sociedades de participação exceto holdings"
"22494083000155";"1";"CLUBE RECREATIVO GONZAGA LTDA.";"CLUBE RECREATIVO GONZAGA";"5611203";"Lanchonetes casas de chá de sucos e similares"
"22494083000155";"1";"CLUBE RECREATIVO GONZAGA LTDA.";"CLUBE RECREATIVO GONZAGA";"7721700";"Aluguel de equipamentos recreativos e esportivos"
"22649600000118";"1";"ASSOCIACAO PROJETO SOCIAL EDUCACIONAL AMBIENTAL CULTURAL E ESPORTIVO AMIGOS DO PARQUE PINTO TELES";"";"9312300";"Clubes sociais esportivos e similares"
"22720756000148";"1";"GREMIO DE ESPORTE E LAZER GRAMADOS";"GREMIO DE ESPORTE E LAZER GRAMADOS";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"22720756000148";"1";"GREMIO DE ESPORTE E LAZER GRAMADOS";"GREMIO DE ESPORTE E LAZER GRAMADOS";"9499500";"Atividades associativas não especificadas anteriormente"
"22859913000109";"1";"TATICAL CLUBE E ESCOLA DE CACA E TIRO ESPORTIVO";"";"9319101";"Produção e promoção de eventos esportivos"
"22859913000109";"1";"TATICAL CLUBE E ESCOLA DE CACA E TIRO ESPORTIVO";"";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"22891678000144";"1";"R.C.KUHN";"EFRAIM CLUBE DE FERIAS";"7319002";"Promoção de vendas"
"22891678000144";"1";"R.C.KUHN";"EFRAIM CLUBE DE FERIAS";"7911200";"Agências de viagens"
"22891678000144";"1";"R.C.KUHN";"EFRAIM CLUBE DE FERIAS";"7990200";"Serviços de reservas e outros serviços de turismo não especificados anteriormente"
"22891678000144";"1";"R.C.KUHN";"EFRAIM CLUBE DE FERIAS";"9312300";"Clubes sociais esportivos e similares"
"22933956000189";"1";"LCC EMPREENDIMENTOS E CONSTRUCAO LTDA";"";"4110700";"Incorporação de empreendimentos imobiliários"
"22933956000189";"1";"LCC EMPREENDIMENTOS E CONSTRUCAO LTDA";"";"4120400";"Construção de edifícios"
"22933956000189";"1";"LCC EMPREENDIMENTOS E CONSTRUCAO LTDA";"";"6810201";"Compra e venda de imóveis próprios"
"22933956000189";"1";"LCC EMPREENDIMENTOS E CONSTRUCAO LTDA";"";"6821802";"Corretagem no aluguel de imóveis"
"22971138000170";"1";"CENTRO ESPORTIVO CULTURAL DO AMAZONAS - CECAM";"CECAM";"8591100";"Ensino de esportes"
"22971138000170";"1";"CENTRO ESPORTIVO CULTURAL DO AMAZONAS - CECAM";"CECAM";"9001901";"Produção teatral"
"22971138000170";"1";"CENTRO ESPORTIVO CULTURAL DO AMAZONAS - CECAM";"CECAM";"9001902";"Produção musical"
"22971138000170";"1";"CENTRO ESPORTIVO CULTURAL DO AMAZONAS - CECAM";"CECAM";"9319101";"Produção e promoção de eventos esportivos"
"22994990000163";"1";"INSTITUTO SANTINNE";"ISANTI";"8599604";"Treinamento em desenvolvimento profissional e gerencial"
"22994990000163";"1";"INSTITUTO SANTINNE";"ISANTI";"9312300";"Clubes sociais esportivos e similares"
"22994990000163";"1";"INSTITUTO SANTINNE";"ISANTI";"9430800";"Atividades de associações de defesa de direitos sociais"
"23017187000131";"1";"SOLEDADE FUTEBOL CLUBE LTDA";"";"4763602";"Comércio varejista de artigos esportivos"
"23017187000131";"1";"SOLEDADE FUTEBOL CLUBE LTDA";"";"8591100";"Ensino de esportes"
"23017187000131";"1";"SOLEDADE FUTEBOL CLUBE LTDA";"";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"23048159000181";"1";"PALMEIRAS SPORT CLUB";"PALMEIRAS SPORT CLUB";"8591100";"Ensino de esportes"
"23048159000181";"1";"PALMEIRAS SPORT CLUB";"PALMEIRAS SPORT CLUB";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"23104037000165";"1";"CLUBE DE AGUAS QUENTES PALMEIRAS";"CLUBE PALMEIRAS E EVENTOS";"6810202";"Aluguel de imóveis próprios"
"23176546000101";"1";"LIGA PAULISTA DE FUTEBOL AMADOR";"LIGA PAULISTA DE FUTEBOL";"9312300";"Clubes sociais esportivos e similares"
"23214738000157";"1";"UNIDADE NACIONAL DE ACESSIBILIDADE";"TIME BRASILIA DE PARACANOAGEM";"8219999";"Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente"
"23214738000157";"1";"UNIDADE NACIONAL DE ACESSIBILIDADE";"TIME BRASILIA DE PARACANOAGEM";"9311500";"Gestão de instalações de esportes"
"23214738000157";"1";"UNIDADE NACIONAL DE ACESSIBILIDADE";"TIME BRASILIA DE PARACANOAGEM";"9312300";"Clubes sociais esportivos e similares"
"23214738000157";"1";"UNIDADE NACIONAL DE ACESSIBILIDADE";"TIME BRASILIA DE PARACANOAGEM";"9313100";"Atividades de condicionamento físico"
"23214738000157";"1";"UNIDADE NACIONAL DE ACESSIBILIDADE";"TIME BRASILIA DE PARACANOAGEM";"9319101";"Produção e promoção de eventos esportivos"
"23214738000157";"1";"UNIDADE NACIONAL DE ACESSIBILIDADE";"TIME BRASILIA DE PARACANOAGEM";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"23246011000151";"1";"RIO JUMP CENTRO HIPICO E LAZER LTDA";"RIO JUMP CENTRO HIPICO";"5620103";"Cantinas - serviços de alimentação privativos"
"23246011000151";"1";"RIO JUMP CENTRO HIPICO E LAZER LTDA";"RIO JUMP CENTRO HIPICO";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"23246011000151";"1";"RIO JUMP CENTRO HIPICO E LAZER LTDA";"RIO JUMP CENTRO HIPICO";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"23246011000151";"1";"RIO JUMP CENTRO HIPICO E LAZER LTDA";"RIO JUMP CENTRO HIPICO";"9609207";"Alojamento de animais domésticos"
"23246011000151";"1";"RIO JUMP CENTRO HIPICO E LAZER LTDA";"RIO JUMP CENTRO HIPICO";"9609208";"Higiene e embelezamento de animais domésticos"
"23329689000106";"1";"UNIAO FUTEBOL LTDA";"UNIAO";"7020400";"Atividades de consultoria em gestão empresarial exceto consultoria técnica específica"
"23329689000106";"1";"UNIAO FUTEBOL LTDA";"UNIAO";"9311500";"Gestão de instalações de esportes"
"23360096000102";"1";"ASSOCIACAO DESPORTIVA PATO BRANCO - ADPBF";"PATO BRANCO";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"23435304000187";"1";"ASSOCIACAO MOTO CLUBE LOKOS DA TRILHA";"MOTO CLUBE LOKOS DA TRILHA";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"23452790000141";"1";"CLUBE SOCIAL PEDRO LEOPOLDO";"";"8230002";"Casas de festas e eventos"
"23592645000166";"1";"PIUMHI TENIS CLUBE";"";"9001901";"Produção teatral"
"23592645000166";"1";"PIUMHI TENIS CLUBE";"";"9001902";"Produção musical"
"23658663000101";"1";"CLUBE DE TIRO DO AMAZONAS - CTA";"";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"23658663000101";"1";"CLUBE DE TIRO DO AMAZONAS - CTA";"";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"23799004000187";"1";"ASSOCIACAO VAGALUME VA'A";"VAGALUME VA'A";"9319101";"Produção e promoção de eventos esportivos"
"23799004000187";"1";"ASSOCIACAO VAGALUME VA'A";"VAGALUME VA'A";"9430800";"Atividades de associações de defesa de direitos sociais"
"24126966000138";"1";"PRS FUTEBOL CLUBE LTDA";"PLAYERS RS";"7319003";"Marketing direto"
"24126966000138";"1";"PRS FUTEBOL CLUBE LTDA";"PLAYERS RS";"7490105";"Agenciamento de profissionais para atividades esportivas culturais e artísticas"
"24126966000138";"1";"PRS FUTEBOL CLUBE LTDA";"PLAYERS RS";"7490199";"Outras atividades profissionais científicas e técnicas não especificadas anteriormente"
"24126966000138";"1";"PRS FUTEBOL CLUBE LTDA";"PLAYERS RS";"8591100";"Ensino de esportes"
"24263372000179";"1";"POKER CLUBE CANOINHAS LTDA";"RIVER CLUBE CANOINHAS";"5611203";"Lanchonetes casas de chá de sucos e similares"
"24389776000103";"1";"CLUBE DE TIRO E CACA PAMPA";"CLUBE DE TIRO E CACA PAMPA";"9319101";"Produção e promoção de eventos esportivos"
"24404131000100";"1";"ASSOCIACAO DE FUTEBOL AMERICANO DO VALE DO ITAJAI - AFAVI";"AFAVI";"9312300";"Clubes sociais esportivos e similares"
"24465060000148";"1";"ASSOCIACAO AXE PARA TODOS";"";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"24529901000133";"1";"CLUBE DOS EMPREGADOS DA PETROBRAS EM MOSSORO";"CEPE-MO";"9312300";"Clubes sociais esportivos e similares"
"24649029000167";"1";"JULIANA FRANCIELE MEIRA";"J.ESPORTE";"5611203";"Lanchonetes casas de chá de sucos e similares"
"24934309000117";"1";"GRUPO OK CONSTRUCOES E EMPREENDIMENTOS LTDA";"";"4110700";"Incorporação de empreendimentos imobiliários"
"24934309000117";"1";"GRUPO OK CONSTRUCOES E EMPREENDIMENTOS LTDA";"";"4120400";"Construção de edifícios"
"24934309000117";"1";"GRUPO OK CONSTRUCOES E EMPREENDIMENTOS LTDA";"";"6810201";"Compra e venda de imóveis próprios"
"24934309000117";"1";"GRUPO OK CONSTRUCOES E EMPREENDIMENTOS LTDA";"";"6821802";"Corretagem no aluguel de imóveis"
"24934309000206";"2";"GRUPO OK CONSTRUCOES E EMPREENDIMENTOS LTDA";"";"4299501";"Construção de instalações esportivas e recreativas"
"24934309000389";"2";"GRUPO OK CONSTRUCOES E EMPREENDIMENTOS LTDA";"";"4299501";"Construção de instalações esportivas e recreativas"
"24934309000460";"2";"GRUPO OK CONSTRUCOES E EMPREENDIMENTOS LTDA";"GRUPO OK";"4299501";"Construção de instalações esportivas e recreativas"
"24977217000114";"1";"CLUBE RECREATIVO CISNE BRANCO";"CLUBE SOCIAL RECREATIVO CISNE BRANCO";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"24977522000106";"1";"ASSOCIACAO DOS SERVIDORES MUNICIPAIS DE LUCAS RIO VERDE";"ASPM";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"24977522000106";"1";"ASSOCIACAO DOS SERVIDORES MUNICIPAIS DE LUCAS RIO VERDE";"ASPM";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"24977522000106";"1";"ASSOCIACAO DOS SERVIDORES MUNICIPAIS DE LUCAS RIO VERDE";"ASPM";"9499500";"Atividades associativas não especificadas anteriormente"
"25149057000188";"1";"KUNG FU FREE STYLE DE ARTES MARCIAIS";"KUNG FU FREE STYLE DE ARTES MARCIAIS";"9313100";"Atividades de condicionamento físico"
"25149057000188";"1";"KUNG FU FREE STYLE DE ARTES MARCIAIS";"KUNG FU FREE STYLE DE ARTES MARCIAIS";"9319101";"Produção e promoção de eventos esportivos"
"25149057000188";"1";"KUNG FU FREE STYLE DE ARTES MARCIAIS";"KUNG FU FREE STYLE DE ARTES MARCIAIS";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"25319155000116";"1";"PALIM ESPORTES E EVENTOS LTDA";"RONALDINHO SOCCER ACADEMY MACEIO";"4763602";"Comércio varejista de artigos esportivos"
"25319155000116";"1";"PALIM ESPORTES E EVENTOS LTDA";"RONALDINHO SOCCER ACADEMY MACEIO";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"25319155000116";"1";"PALIM ESPORTES E EVENTOS LTDA";"RONALDINHO SOCCER ACADEMY MACEIO";"8230002";"Casas de festas e eventos"
"25319155000116";"1";"PALIM ESPORTES E EVENTOS LTDA";"RONALDINHO SOCCER ACADEMY MACEIO";"8591100";"Ensino de esportes"
"25362374000188";"1";"PESION FIT ACADEMIA EIRELI";"PESION FIT ACADEMIA EIRELI ME";"9311500";"Gestão de instalações de esportes"
"25629791000144";"1";"POK CONSTRUCOES E INCORPORACOES LTDA";"";"4110700";"Incorporação de empreendimentos imobiliários"
"25629791000144";"1";"POK CONSTRUCOES E INCORPORACOES LTDA";"";"4120400";"Construção de edifícios"
"25629791000144";"1";"POK CONSTRUCOES E INCORPORACOES LTDA";"";"6810202";"Aluguel de imóveis próprios"
"25634007000196";"1";"UBERLANDIA CLUBE SOCIEDADE RECREATIVA";"";"5620102";"Serviços de alimentação para eventos e recepções - bufê"
"25634007000196";"1";"UBERLANDIA CLUBE SOCIEDADE RECREATIVA";"";"8230002";"Casas de festas e eventos"
"25634007000196";"1";"UBERLANDIA CLUBE SOCIEDADE RECREATIVA";"";"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente"
"25651936000294";"2";"UBERLANDIA ESPORTE CLUBE";"VILA OLIMPICA DO UBERLANDIA ESPORTE CLUBE";"9430800";"Atividades de associações de defesa de direitos sociais"
"26042069000171";"1";"ARAXA ESPORTE CLUBE";"GANSO";"9312300";"Clubes sociais esportivos e similares"
"26206172000100";"1";"SAO LOURENCO ESPORTE CLUBE LTDA";"";"9312300";"Clubes sociais esportivos e similares"
"26263536000193";"1";"PREMIUM POKER CLUB";"PPC";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"26275441000190";"1";"BRAZIL ACQUA TURISMO E SERVICOS EIRELI";"BRAZIL ACQUA TURISMO";"5611201";"Restaurantes e similares"
"26275441000190";"1";"BRAZIL ACQUA TURISMO E SERVICOS EIRELI";"BRAZIL ACQUA TURISMO";"5611203";"Lanchonetes casas de chá de sucos e similares"
"26275441000190";"1";"BRAZIL ACQUA TURISMO E SERVICOS EIRELI";"BRAZIL ACQUA TURISMO";"6821801";"Corretagem na compra e venda e avaliação de imóveis"
"26275441000190";"1";"BRAZIL ACQUA TURISMO E SERVICOS EIRELI";"BRAZIL ACQUA TURISMO";"6821802";"Corretagem no aluguel de imóveis"
"26275441000190";"1";"BRAZIL ACQUA TURISMO E SERVICOS EIRELI";"BRAZIL ACQUA TURISMO";"6822600";"Gestão e administração da propriedade imobiliária"
"26275441000190";"1";"BRAZIL ACQUA TURISMO E SERVICOS EIRELI";"BRAZIL ACQUA TURISMO";"7319003";"Marketing direto"
"26275441000190";"1";"BRAZIL ACQUA TURISMO E SERVICOS EIRELI";"BRAZIL ACQUA TURISMO";"7990200";"Serviços de reservas e outros serviços de turismo não especificados anteriormente"
"26304690000166";"1";"ANDERSON DA S COSTA";"ARENA BIG NELSON";"5611201";"Restaurantes e similares"
"26304690000166";"1";"ANDERSON DA S COSTA";"ARENA BIG NELSON";"5611203";"Lanchonetes casas de chá de sucos e similares"
"26304690000166";"1";"ANDERSON DA S COSTA";"ARENA BIG NELSON";"5611204";"Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento"
"26304690000166";"1";"ANDERSON DA S COSTA";"ARENA BIG NELSON";"8230002";"Casas de festas e eventos"
"26304690000166";"1";"ANDERSON DA S COSTA";"ARENA BIG NELSON";"9311500";"Gestão de instalações de esportes"
"26304690000166";"1";"ANDERSON DA S COSTA";"ARENA BIG NELSON";"9312300";"Clubes sociais esportivos e similares"
"26304690000166";"1";"ANDERSON DA S COSTA";"ARENA BIG NELSON";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"26335532000173";"1";"Marcelo Freire";"";"4761001";"Comércio varejista de livros"
"26335532000173";"1";"Marcelo Freire";"";"5620103";"Cantinas - serviços de alimentação privativos"
"26335532000173";"1";"Marcelo Freire";"";"8591100";"Ensino de esportes"
"26335532000173";"1";"Marcelo Freire";"";"9499500";"Atividades associativas não especificadas anteriormente"
"26382662000167";"1";"IBRASCE-INSTITUTO BRASILEIRO SOCIAL CUTURAL E ESPORTIVO";"IBRAFA";"9430800";"Atividades de associações de defesa de direitos sociais"
"26382662000167";"1";"IBRASCE-INSTITUTO BRASILEIRO SOCIAL CUTURAL E ESPORTIVO";"IBRAFA";"9493600";"Atividades de organizações associativas ligadas à cultura e à arte"
"26382662000167";"1";"IBRASCE-INSTITUTO BRASILEIRO SOCIAL CUTURAL E ESPORTIVO";"IBRAFA";"9499500";"Atividades associativas não especificadas anteriormente"
"26424275000146";"1";"SAENCO - SANEAMENTO E CONSTRUCOES LTDA";"";"4110700";"Incorporação de empreendimentos imobiliários"
"26424275000146";"1";"SAENCO - SANEAMENTO E CONSTRUCOES LTDA";"";"4120400";"Construção de edifícios"
"26424275000146";"1";"SAENCO - SANEAMENTO E CONSTRUCOES LTDA";"";"6810201";"Compra e venda de imóveis próprios"
"26424275000146";"1";"SAENCO - SANEAMENTO E CONSTRUCOES LTDA";"";"6821802";"Corretagem no aluguel de imóveis"
"26424275000227";"2";"SAENCO - SANEAMENTO E CONSTRUCOES LTDA";"";"4299501";"Construção de instalações esportivas e recreativas"
"26424275000308";"2";"SAENCO - SANEAMENTO E CONSTRUCOES LTDA";"";"4299501";"Construção de instalações esportivas e recreativas"
"26424275000499";"2";"SAENCO - SANEAMENTO E CONSTRUCOES LTDA";"";"4299501";"Construção de instalações esportivas e recreativas"
"26424275000650";"2";"SAENCO - SANEAMENTO E CONSTRUCOES LTDA";"";"4299501";"Construção de instalações esportivas e recreativas"
"26424275000731";"2";"SAENCO - SANEAMENTO E CONSTRUCOES LTDA";"";"4299501";"Construção de instalações esportivas e recreativas"
"26424275000812";"2";"SAENCO - SANEAMENTO E CONSTRUCOES LTDA";"";"4299501";"Construção de instalações esportivas e recreativas"
"26621593000105";"1";"CLUBE UMAHIKAN";"CLUBE UMAHIKAN";"9319101";"Produção e promoção de eventos esportivos"
"26668209000111";"1";"MACHADO PUB ESPORTIVO LTDA";"PUB SOCIETY";"5611203";"Lanchonetes casas de chá de sucos e similares"
"26668209000111";"1";"MACHADO PUB ESPORTIVO LTDA";"PUB SOCIETY";"8230002";"Casas de festas e eventos"
"26668668000103";"1";"DANILO MATEUS ROSA CPF13872991663";"PFITNESS ACADEMIA WATER CLUBE";"4729699";"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente"
"26668668000103";"1";"DANILO MATEUS ROSA CPF13872991663";"PFITNESS ACADEMIA WATER CLUBE";"4763602";"Comércio varejista de artigos esportivos"
"26668668000103";"1";"DANILO MATEUS ROSA CPF13872991663";"PFITNESS ACADEMIA WATER CLUBE";"4781400";"Comércio varejista de artigos do vestuário e acessórios"
"26668668000103";"1";"DANILO MATEUS ROSA CPF13872991663";"PFITNESS ACADEMIA WATER CLUBE";"4782201";"Comércio varejista de calçados"
"26668668000103";"1";"DANILO MATEUS ROSA CPF13872991663";"PFITNESS ACADEMIA WATER CLUBE";"5611201";"Restaurantes e similares"
"26668668000103";"1";"DANILO MATEUS ROSA CPF13872991663";"PFITNESS ACADEMIA WATER CLUBE";"5611203";"Lanchonetes casas de chá de sucos e similares"
"26668668000103";"1";"DANILO MATEUS ROSA CPF13872991663";"PFITNESS ACADEMIA WATER CLUBE";"9313100";"Atividades de condicionamento físico"
"27120906000104";"1";"ASSOCIACAO ATLETICA BANCO DO BRASIL DE AFONSO CLAUDIO";"";"9430800";"Atividades de associações de defesa de direitos sociais"
"27120906000104";"1";"ASSOCIACAO ATLETICA BANCO DO BRASIL DE AFONSO CLAUDIO";"";"9499500";"Atividades associativas não especificadas anteriormente"
"27202293000146";"1";"LIGA DE FUTSAL DE BALSAS - LFB";"LIGA DE FUTSAL DE BALSAS";"9319101";"Produção e promoção de eventos esportivos"
"27202293000146";"1";"LIGA DE FUTSAL DE BALSAS - LFB";"LIGA DE FUTSAL DE BALSAS";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"27214238000176";"1";"SOCIAL CLUB ROSARIO";"";"9003500";"Gestão de espaços para artes cênicas espetáculos e outras atividades artísticas"
"27214238000176";"1";"SOCIAL CLUB ROSARIO";"";"9329801";"Discotecas danceterias salões de dança e similares"
"27256703000131";"1";"ASSOCIACAO ATLETICA FLUGOIANIA DE FUTEBOL";"ASSOCIACAO ATLETICA FLUGOIANIA DE FUTEBOL";"9319199";"Outras atividades esportivas não especificadas anteriormente"
"27274351000147";"1";"O PELADEIRO LTDA";"CENTRO ESPORTIVO O PELADEIRO";"5611203";"Lanchonetes casas de chá de sucos e similares"
"27274351000147";"1";"O PELADEIRO LTDA";"CENTRO ESPORTIVO O PELADEIRO";"7490104";"Atividades de intermediação e agenciamento de serviços e negócios em geral exceto imobiliários"
"27274351000147";"1";"O PELADEIRO LTDA";"CENTRO ESPORTIVO O PELADEIRO";"7490105";"Agenciamento de profissionais para atividades esportivas culturais e artísticas"
"27274351000147";"1";"O PELADEIRO LTDA";"CENTRO ESPORTIVO O PELADEIRO";"7721700";"Aluguel de equipamentos recreativos e esportivos"
"27274351000147";"1";"O PELADEIRO LTDA";"CENTRO ESPORTIVO O PELADEIRO";"8591100";"Ensino de esportes"
"27274351000147";"1";"O PELADEIRO LTDA";"CENTRO ESPORTIVO O PELADEIRO";"9312300";"Clubes sociais esportivos e similares"
"27274351000147";"1";"O PELADEIRO LTDA";"CENTRO ESPORTIVO O PELADEIRO";"9319101";"Produção e promoção de eventos esportivos"
"27291556000130";"1";"ASSOCIACAO BEIRA RIO";"ASSOCIACAO BEIRA RIO";"9312300";"Clubes sociais esportivos e similares"
"27291556000130";"1";"ASSOCIACAO BEIRA RIO";"ASSOCIACAO BEIRA RIO";"9430800";"Atividades de associações de defesa de direitos sociais"
"27297664000110";"1";"JOSE GLAYDSTONE OSTERNO JUNIOR";"CTM - CLUBE DE TIRO DO MARCO";"4723700";"Comércio varejista de bebidas"
"27297664000110";"1";"JOSE GLAYDSTONE OSTERNO JUNIOR";"CTM - CLUBE DE TIRO DO MARCO";"4763602";"Comércio varejista de artigos esportivos"
"27297664000110";"1";"JOSE GLAYDSTONE OSTERNO JUNIOR";"CTM - CLUBE DE TIRO DO MARCO";"4763604";"Comércio varejista de artigos de caça pesca e camping"
"27297664000110";"1";"JOSE GLAYDSTONE OSTERNO JUNIOR";"CTM - CLUBE DE TIRO DO MARCO";"4789009";"Comércio varejista de armas e munições"
"27297664000110";"1";"JOSE GLAYDSTONE OSTERNO JUNIOR";"CTM - CLUBE DE TIRO DO MARCO";"5611204";"Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento"
"27297664000110";"1";"JOSE GLAYDSTONE OSTERNO JUNIOR";"CTM - CLUBE DE TIRO DO MARCO";"8591100";"Ensino de esportes"
"27344910000148";"1";"PINHEIROS FUTEBOL CLUBE";"";"8591100";"Ensino de esportes"
"27355448000184";"1";"G W REIS FIGUEIRA";"KAMPU'S ESPORTIVO";"5611203";"Lanchonetes casas de chá de sucos e similares"
"27355448000184";"1";"G W REIS FIGUEIRA";"KAMPU'S ESPORTIVO";"5611204";"Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento"
"27359959000174";"1";"AGUILAR SOUZA RIBEIRO";"CENTRO ESPORTIVO E CERIMONIAL A.S.R";"5611203";"Lanchonetes casas de chá de sucos e similares"
"27359959000174";"1";"AGUILAR SOUZA RIBEIRO";"CENTRO ESPORTIVO E CERIMONIAL A.S.R";"9313100";"Atividades de condicionamento físico"
"27359959000174";"1";"AGUILAR SOUZA RIBEIRO";"CENTRO ESPORTIVO E CERIMONIAL A.S.R";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"27597041000163";"1";"INSTITUTO INTERNACIONAL ARTE TRANSFORMAR";"INSTITUTO INTERNACIONAL ARTE TRANSFORMAR";"8660700";"Atividades de apoio à gestão de saúde"
"27597041000163";"1";"INSTITUTO INTERNACIONAL ARTE TRANSFORMAR";"INSTITUTO INTERNACIONAL ARTE TRANSFORMAR";"9313100";"Atividades de condicionamento físico"
"27597041000163";"1";"INSTITUTO INTERNACIONAL ARTE TRANSFORMAR";"INSTITUTO INTERNACIONAL ARTE TRANSFORMAR";"9329899";"Outras atividades de recreação e lazer não especificadas anteriormente"
"27803540000160";"1";"L G  CANTANHEDE B DE OLIVEIRA EIRELI";"GRAN ARENA";"4619200";"Representantes comerciais e agentes do comércio de mercadorias em geral não especializado"
"27803540000160";"1";"L G  CANTANHEDE B DE OLIVEIRA EIRELI";"GRAN ARENA";"4763602";"Comércio varejista de artigos esportivos"
"27803540000160";"1";"L G  CANTANHEDE B DE OLIVEIRA EIRELI";"GRAN ARENA";"4763604";"Comércio varejista de artigos de caça pesca e camping"
"27803540000160";"1";"L G  CANTANHEDE B DE OLIVEIRA EIRELI";"GRAN ARENA";"5611204";"Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento"
"27803540000160";"1";"L G  CANTANHEDE B DE OLIVEIRA EIRELI";"GRAN ARENA";"7721700";"Aluguel de equipamentos recreativos e esportivos"
"27803540000160";"1";"L G  CANTANHEDE B DE OLIVEIRA EIRELI";"GRAN ARENA";"8591100";"Ensino de esportes"
"27803540000160";"1";"L G  CANTANHEDE B DE OLIVEIRA EIRELI";"GRAN ARENA";"9311500";"Gestão de instalações de esportes"
"27803540000160";"1";"L G  CANTANHEDE B DE OLIVEIRA EIRELI";"GRAN ARENA";"9312300";"Clubes sociais esportivos e similares"
"27963263000152";"1";"CLUBE ATLETICO ENTRE RIOS";"CAER";"8591100";"Ensino de esportes"
"27963263000152";"1";"CLUBE ATLETICO ENTRE RIOS";"CAER";"9313100";"Atividades de condicionamento físico"
"27963263000152";"1";"CLUBE ATLETICO ENTRE RIOS";"CAER";"9329801";"Discotecas danceterias salões de dança e similares"
"28008657000114";"1";"PRIME EVENTOS ESPORTIVOS E ARBITRAGEM EIRELI";"PRIME EVENTOS";"7020400";"Atividades de consultoria em gestão empresarial exceto consultoria técnica específica"
"28008657000114";"1";"PRIME EVENTOS ESPORTIVOS E ARBITRAGEM EIRELI";"PRIME EVENTOS";"7312200";"Agenciamento de espaços para publicidade exceto em veículos de comunicação"
"28008657000114";"1";"PRIME EVENTOS ESPORTIVOS E ARBITRAGEM EIRELI";"PRIME EVENTOS";"7319099";"Outras atividades de publicidade não especificadas anteriormente"
"28008657000114";"1";"PRIME EVENTOS ESPORTIVOS E ARBITRAGEM EIRELI";"PRIME EVENTOS";"7721700";"Aluguel de equipamentos recreativos e esportivos"
"28008657000114";"1";"PRIME EVENTOS ESPORTIVOS E ARBITRAGEM EIRELI";"PRIME EVENTOS";"7739003";"Aluguel de palcos coberturas e outras estruturas de uso temporário exceto andaimes"
"28008657000114";"1";"PRIME EVENTOS ESPORTIVOS E ARBITRAGEM EIRELI";"PRIME EVENTOS";"8230001";"Serviços de organização de feiras congressos exposições e festas"
"28008657000114";"1";"PRIME EVENTOS ESPORTIVOS E ARBITRAGEM EIRELI";"PRIME EVENTOS";"8591100";"Ensino de esportes"
"28008657000114";"1";"PRIME EVENTOS ESPORTIVOS E ARBITRAGEM EIRELI";"PRIME EVENTOS";"8592901";"Ensino de dança"
"28008657000114";"1";"PRIME EVENTOS ESPORTIVOS E ARBITRAGEM EIRELI";"PRIME EVENTOS";"8592902";"Ensino de artes cênicas exceto dança"
"28008657000114";"1";"PRIME EVENTOS ESPORTIVOS E ARBITRAGEM EIRELI";"PRIME EVENTOS";"8592903";"Ensino de música"
"28008657000114";"1";"PRIME EVENTOS ESPORTIVOS E ARBITRAGEM EIRELI";"PRIME EVENTOS";"8592999";"Ensino de arte e cultura não especificado anteriormente"
"28008657000114";"1";"PRIME EVENTOS ESPORTIVOS E ARBITRAGEM EIRELI";"PRIME EVENTOS";"8593700";"Ensino de idiomas"
"28008657000114";"1";"PRIME EVENTOS ESPORTIVOS E ARBITRAGEM EIRELI";"PRIME EVENTOS";"8599604";"Treinamento em desenvolvimento profissional e gerencial"
"28008657000114";"1";"PRIME EVENTOS ESPORTIVOS E ARBITRAGEM EIRELI";"PRIME EVENTOS";"8599699";"Outras atividades de ensino não especificadas anteriormente"
